Unnamed: 0,Timestamp,Subject ,Q1.Did you face any internet connectivity issues during the class?,Q2. How many times on average did the meeting disconnect?,Q3.Were you able to understand the concept?,Q4.which platform was used for the class?,Q5.Attendance in the subject?,Q6.The interactive tools used for teaching in classes?,Q7.How many questions did the teacher ask in the class?,Q8.How many questions did you ask the teacher?,Q9.Which study material provided by the university did you use for studying?,Q10.Examination Portal was well managed for this subject? ,Q11.The alternative is provided by the University if the uploading option in the exam portal is not working?,Q12. Was the professor available for the doubts?,Q13.lecture recording was provided?,Q14.Interest in the subject? ,Q15.For how much time on average did you attentively attend the classes?,Q16.Did you get the choice of your Teacher in the subject?,Q17.How many questions in the exam you could have answered on your own?,Q18.Your grade in the subject ,Q19.Give Some Suggestion you have for the online learning (only fill once).
211,1-24-2021 4:12:52,Labour Law 2,1,0,1,"[""Microsoft Team's""]",3,"['Presentation', ' Links to reference Material']",2,0,"['E-Books', ' Notes', ' Presentations']",['Everything was perfect'],0,3,3,1,3,0,0,10,
212,1-24-2021 4:14:24,Environmental Law,0,2,0,"[""Microsoft Team's""]",3,"['Presentation', ' Youtube or Videos(example:-Recorded Lecture of practical shown in class)']",1,1,"['E-Books', ' Notes', ' Presentations']",['Everything was perfect'],0,3,3,3,2,0,0,10,
213,1-24-2021 4:15:39,Human Rights Law & Theory,0,1,0,"[""Microsoft Team's""]",3,"['Presentation', ' Youtube or Videos(example:-Recorded Lecture of practical shown in class)']",2,1,['Presentations'],['Everything was perfect'],0,3,3,2,0,0,0,8,
214,1-24-2021 4:16:53,Law of Taxation,0,5,1,"[""Microsoft Team's""]",3,"['Presentation', ' Links to reference Material', ' Youtube or Videos(example:-Recorded Lecture of practical shown in class)']",2,1,"['E-Books', ' Notes', ' Presentations']",['Everything was perfect'],0,3,3,0,2,0,2,9,
215,1-24-2021 4:18:09,Practical Approach to Dispute Resolution,0,1,0,"[""Microsoft Team's""]",0,"['White board', ' Presentation', ' Virtual Board', ' Links to reference Material', ' Youtube or Videos(example:-Recorded Lecture of practical shown in class)']",1,2,['Notes'],['Everything was perfect'],0,3,3,3,2,2,0,10,
216,1-24-2021 15:26:54,computational intelligence,0,4,1,['Zoom'],2,"['Links to reference Material', ' Youtube or Videos(example:-Recorded Lecture of practical shown in class)']",0,0,"['Physical Books', ' Presentations']",['Everything was perfect'],1,2,3,2,3,0,2,10,
217,1-25-2021 12:44:42,Software Engineering,1,3,0,"['Zoom', ' Google Meet']",1,"['White board', ' Presentation']",1,0,"['Physical Books', ' E-Books', ' Presentations']",['Everything was perfect'],0,0,1,3,1,2,4,9,"The interaction can be improved in the classes, by some fun ways.
Thank you.
"
218,1-25-2021 12:44:42,Computer Networks,1,3,0,"['Zoom', ' Google Meet']",1,"['White board', ' Presentation']",1,0,"['Physical Books', ' E-Books', ' Presentations']",['Everything was perfect'],0,0,1,3,1,2,4,9,"The interaction can be improved in the classes, by some fun ways.
Thank you.
"
219,1-25-2021 12:44:42,Data warehouse and mining,1,3,0,"['Zoom', ' Google Meet']",1,"['White board', ' Presentation']",1,0,"['Physical Books', ' E-Books', ' Presentations']",['Everything was perfect'],0,0,1,3,1,2,4,9,"The interaction can be improved in the classes, by some fun ways.
Thank you.
"
220,1-25-2021 12:44:42,Design and Analysis of Algorithms,1,3,0,"['Zoom', ' Google Meet']",1,"['White board', ' Presentation']",1,0,"['Physical Books', ' E-Books', ' Presentations']",['Everything was perfect'],0,0,1,3,1,2,4,9,"The interaction can be improved in the classes, by some fun ways.
Thank you.
"
221,1-25-2021 12:44:42,Computational Intelligence,1,3,0,"['Zoom', ' Google Meet']",1,"['White board', ' Presentation']",1,0,"['Physical Books', ' E-Books', ' Presentations']",['Everything was perfect'],0,0,1,3,1,2,4,9,"The interaction can be improved in the classes, by some fun ways.
Thank you.
"
222,1-25-2021 12:44:42,Internet of Things,1,3,0,"['Zoom', ' Google Meet']",1,"['White board', ' Presentation']",1,0,"['Physical Books', ' E-Books', ' Presentations']",['Everything was perfect'],0,0,1,3,1,2,4,9,"The interaction can be improved in the classes, by some fun ways.
Thank you.
"
223,1-25-2021 14:19:12,Money and Banking,1,2,0,"[""Microsoft Team's""]",2,"['White board', ' Presentation', ' Virtual Board']",1,0,"['E-Books', ' Presentations']",['Everything was perfect'],0,3,3,3,0,1,4,10,
224,1-25-2021 14:22:21,Intro to Computer Programming,1,3,1,['BlackBoard'],0,"['White board', ' Presentation']",0,0,['YouTube videos'],['Had to type in the answers'],1,0,3,1,3,1,3,9,
225,1-25-2021 14:23:48,Data Mining and Data Warehousing,0,1,0,['Zoom'],2,['Presentation'],0,0,"['E-Books', ' Presentations']",['Everything was perfect'],1,3,1,1,3,0,4,10,
226,1-25-2021 14:23:48,Intro to Stats,1,0,0,"[""Microsoft Team's""]",1,['Presentation'],2,0,"['E-Books', ' Notes', ' Presentations']",['Everything was perfect'],0,3,3,3,0,1,4,9,
227,1-25-2021 14:29:12,computational intelligence,0,6,1,"['Zoom', ' Google Meet']",2,['Presentation'],1,0,"['Physical Books', ' Presentations']",['Facing Problem while uploading'],1,2,3,1,0,2,0,9,Classes should be more interactive
228,1-25-2021 14:30:41,Data Mining and Data Warehousing,0,4,0,['Google Meet'],1,['Presentation'],2,0,"['Notes', ' Presentations']","['Facing Problem while uploading', ' Sections are not opening even after 15 min or more']",1,2,1,2,0,2,3,9,
229,1-25-2021 14:32:52,Computer Networks,1,0,0,['Google Meet'],2,"['Presentation', ' Virtual Board']",0,0,"['E-Books', ' Notes', ' Presentations']",['Everything was perfect'],1,2,1,1,0,0,3,8,
230,1-25-2021 14:33:30,design and analysis of algorithms,0,7,0,"['Zoom', ' Google Meet']",1,"['White board', ' Presentation', ' Links to reference Material']",2,0,['Physical Books'],['Everything was perfect'],1,3,2,0,1,2,3,9,
231,1-25-2021 14:38:26,internet of things,0,5,0,['Google Meet'],2,"['Presentation', ' Virtual Board']",0,2,['Physical Books'],['Facing Problem while uploading'],1,2,1,1,3,2,3,9,
232,1-25-2021 14:40:44,computer networks,0,10,1,['Google Meet'],0,['Presentation'],1,0,"['E-Books', ' Notes', ' Presentations']",['Facing Problem while uploading'],1,2,1,1,0,2,3,9,
233,1-25-2021 14:55:31,Internet of Things,0,1,0,['Google Meet'],1,['Presentation'],0,0,"['E-Books', ' Presentations']",['Everything was perfect'],1,3,1,1,3,0,1,10,
234,1-25-2021 14:58:10,Data Mining and Data Warehousing,1,2,0,['Google Meet'],2,['Presentation'],0,0,"['Physical Books', ' Notes', ' Presentations']",['Everything was perfect'],0,3,1,3,0,2,4,9,
235,1-25-2021 15:05:33,internet of things,1,0,0,"['Zoom', ' Google Meet']",2,['Presentation'],0,1,['Physical Books'],['Everything was perfect'],0,3,1,1,2,2,1,9,
236,1-25-2021 15:08:06,computer networks,1,2,0,['Zoom'],1,"['Presentation', ' Virtual Board']",1,1,"['E-Books', ' Notes']",['Everything was perfect'],1,2,2,1,0,0,4,10,
237,1-25-2021 15:11:50,design and analysis of algorithms,1,1,0,['Zoom'],2,['White board'],1,1,['Notes'],['Everything was perfect'],0,3,1,1,2,2,1,9,
238,1-25-2021 15:12:57,software engineering,0,0,0,['Zoom'],1,['Presentation'],0,1,"['E-Books', ' Notes']",['Everything was perfect'],0,3,1,0,3,2,4,9,
239,1-25-2021 15:15:20,computational intelligence,0,1,1,"['Zoom', ' Google Meet']",2,"['White board', ' Presentation']",1,1,"['E-Books', ' Notes']",['Everything was perfect'],0,1,2,1,3,2,1,9,
240,1-25-2021 20:44:13,Software engineering,0,3,0,['Google Meet'],1,['Presentation'],1,0,['Presentations'],['Everything was perfect'],0,3,1,3,1,2,4,9,
241,1-25-2021 22:44:11,internet of things,1,3,0,['Zoom'],0,['Presentation'],2,1,"['Physical Books', ' E-Books', ' Notes', ' Presentations']",['File was uploaded but not shown in review'],0,2,1,0,0,0,4,8,
242,1-25-2021 22:45:19,design and analysis of algorithms,1,2,0,"['Zoom', ' Google Meet']",2,"['Presentation', ' Links to reference Material']",0,0,"['Physical Books', ' Notes', ' Presentations']",['Everything was perfect'],0,3,3,3,2,2,1,10,
243,1-25-2021 22:46:33,computer networks,1,1,0,['Google Meet'],1,"['White board', ' Presentation', ' Youtube or Videos(example:-Recorded Lecture of practical shown in class)']",2,0,['Notes'],['Sections are not opening even after 15 min or more'],0,1,0,0,1,2,4,9,
244,1-27-2021 10:15:37,data analysis,1,0,1,"['Google Meet', ' Cisco Webex']",1,"['Virtual Board', ' Links to reference Material']",2,1,"['E-Books', ' Notes']","['Facing Problem while uploading', ' Sections are not opening even after 15 min or more']",1,2,0,0,2,2,0,10,"I would like if Sir can teach more precise to the topic
"
245,1-27-2021 10:32:34,Data Analysis,0,4,1,"['Zoom', ' Google Meet']",2,['White board'],1,0,['Presentations'],"['Facing Problem while uploading', ' File was uploaded but not shown in review', ' The moodle was very slow', ' it took some time from going from one question to other']",1,2,3,1,2,0,3,8,The moodle app should do some changes in order to rectify above mentioned problems
246,1-27-2021 10:34:43,principles of digital communication,0,6,1,"['Zoom', ' Google Meet']",0,"['White board', ' Presentation', ' Virtual Board']",0,0,"['E-Books', ' Notes', ' Presentations']",['File was uploaded but not shown in review'],0,2,2,1,2,2,2,9,Provide more application based examples
247,1-27-2021 10:37:05,software engineering,1,1,1,['Zoom'],1,['Presentation'],2,0,['Physical Books'],['Facing Problem while uploading'],1,2,0,3,0,0,4,10,"Mam should lower her voice
"
248,1-27-2021 10:37:53,internet of things,0,3,0,['Google Meet'],1,"['Virtual Board', ' Links to reference Material']",2,0,"['Physical Books', ' E-Books']","['Facing Problem while uploading', ' Sections are not opening even after 15 min or more']",0,0,3,2,2,0,3,7,
249,1-27-2021 10:38:37,data analysis,1,4,0,"['Google Meet', ' Cisco Webex']",1,"['Links to reference Material', ' Youtube or Videos(example:-Recorded Lecture of practical shown in class)']",1,1,"['E-Books', ' Notes']","['Everything was perfect', ' Facing Problem while uploading']",0,1,2,1,1,2,3,9,
250,1-27-2021 10:39:55,image processing,1,0,0,"['Zoom', ' Google Meet']",2,"['White board', ' Presentation', ' Virtual Board', ' Links to reference Material', ' Youtube or Videos(example:-Recorded Lecture of practical shown in class)']",1,1,"['Physical Books', ' E-Books', ' Notes', ' Presentations']",['Facing Problem while uploading'],0,3,3,3,2,2,4,9,
251,1-27-2021 10:41:00,WEB Technology,0,0,0,"['Zoom', ' Google Meet']",2,['White board'],1,1,"['E-Books', ' Notes']",['Everything was perfect'],0,2,0,0,1,2,1,10,
252,1-27-2021 10:42:17,Indirect Taxes.,1,0,0,"['Skype', ' We Conference']",0,['White board'],0,0,['E-Books'],['Facing Problem while uploading'],1,3,3,3,2,2,1,10,
253,1-27-2021 10:43:33,Commercial Geography,1,0,0,"['Google Meet', ' Cisco Webex']",1,"['Presentation', ' Virtual Board']",0,0,"['E-Books', ' Notes']",['Technical issues'],0,3,2,1,2,0,4,8,
254,1-27-2021 10:44:32,Security Market Operations,1,0,0,['Zoom'],2,['White board'],0,0,['E-Books'],['Everything was perfect'],0,3,3,3,2,2,1,10,
255,1-27-2021 10:50:29,electronics and communication engineering,1,2,1,['Google Meet'],3,"['Presentation', ' Virtual Board']",0,0,"['Notes', ' Presentations']",['Facing Problem while uploading'],1,1,1,2,3,0,0,8,
256,1-27-2021 11:16:42,design and analysis of algorithms,0,5,0,['Zoom'],1,['Presentation'],0,0,['E-Books'],['Everything was perfect'],1,2,1,1,1,2,4,8,Nothing
257,1-27-2021 11:18:50,software engineering,1,0,1,"['Zoom', ' Google Meet']",2,['Presentation'],0,0,['Physical Books'],['File was uploaded but not shown in review'],0,3,3,3,1,0,4,9,"Sir , should use the other medium to solve problems instead of verbal solving"
258,1-27-2021 11:19:28,Design and Analysis of Algorithms,0,10,1,['Google Meet'],3,['Presentation'],0,0,"['E-Books', ' Presentations']","['Facing Problem while uploading', ' Sections are not opening even after 15 min or more', ' File was uploaded but not shown in review']",1,0,1,1,3,0,0,5,online classes are pure shit
259,1-27-2021 11:19:28,Software engineering,0,10,1,['Google Meet'],3,['Presentation'],0,0,"['E-Books', ' Presentations']","['Facing Problem while uploading', ' Sections are not opening even after 15 min or more', ' File was uploaded but not shown in review']",1,0,1,1,3,0,0,5,online classes are pure shit
260,1-27-2021 11:19:28,Data Mining and Data Warehousing,0,10,1,['Google Meet'],3,['Presentation'],0,0,"['E-Books', ' Presentations']","['Facing Problem while uploading', ' Sections are not opening even after 15 min or more', ' File was uploaded but not shown in review']",1,0,1,1,3,0,0,5,online classes are pure shit
261,1-27-2021 11:19:28,Computational Intelligence,0,10,1,['Google Meet'],3,['Presentation'],0,0,"['E-Books', ' Presentations']","['Facing Problem while uploading', ' Sections are not opening even after 15 min or more', ' File was uploaded but not shown in review']",1,0,1,1,3,0,0,5,online classes are pure shit
262,1-27-2021 11:19:28,Internet of Things,0,10,1,['Google Meet'],3,['Presentation'],0,0,"['E-Books', ' Presentations']","['Facing Problem while uploading', ' Sections are not opening even after 15 min or more', ' File was uploaded but not shown in review']",1,0,1,1,3,0,0,5,online classes are pure shit
263,1-27-2021 11:19:28,Computer Networks,0,10,1,['Google Meet'],3,['Presentation'],0,0,"['E-Books', ' Presentations']","['Facing Problem while uploading', ' Sections are not opening even after 15 min or more', ' File was uploaded but not shown in review']",1,0,1,1,3,0,0,5,online classes are pure shit
264,1-27-2021 11:19:32,design and analysis of algorithms,1,0,1,['Google Meet'],1,"['Presentation', ' Virtual Board']",1,1,['E-Books'],"['Facing Problem while uploading', ' Sections are not opening even after 15 min or more']",0,3,0,3,2,0,4,9,
265,1-27-2021 11:20:23,Data Mining and Data Warehousing,1,0,1,['Zoom'],1,['Presentation'],1,0,['Notes'],['Sections are not opening even after 15 min or more'],1,0,0,1,0,0,4,8,
266,1-27-2021 11:21:08,computational intelligence,1,0,1,['Zoom'],0,['Presentation'],1,1,['Notes'],['Facing Problem while uploading'],0,3,3,3,1,2,4,9,
267,1-27-2021 11:23:41,Design and Analysis of Algorithms,0,10,1,['Google Meet'],2,"['White board', ' Presentation']",0,0,['None'],['Everything was perfect'],1,0,1,1,2,1,3,10,
268,1-27-2021 11:23:41,Software engineering,0,10,1,['Google Meet'],2,"['White board', ' Presentation']",0,0,['None'],['Everything was perfect'],1,0,1,1,2,1,3,10,
269,1-27-2021 11:23:41,Data Mining and Data Warehousing,0,10,1,['Google Meet'],2,"['White board', ' Presentation']",0,0,['None'],['Everything was perfect'],1,0,1,1,2,1,3,10,
270,1-27-2021 11:23:41,Computational Intelligence,0,10,1,['Google Meet'],2,"['White board', ' Presentation']",0,0,['None'],['Everything was perfect'],1,0,1,1,2,1,3,10,
271,1-27-2021 11:23:41,Internet of Things,0,10,1,['Google Meet'],2,"['White board', ' Presentation']",0,0,['None'],['Everything was perfect'],1,0,1,1,2,1,3,10,
272,1-27-2021 11:23:41,Computer Networks,0,10,1,['Google Meet'],2,"['White board', ' Presentation']",0,0,['None'],['Everything was perfect'],1,0,1,1,2,1,3,10,
273,1-27-2021 14:17:21,software engineering,0,1,1,"['Zoom', ' Google Meet']",3,['Links to reference Material'],1,0,"['E-Books', ' Notes', ' Presentations']",['Facing Problem while uploading'],0,3,1,1,0,2,4,9,Pls do not ask question randomly. It brings panic and ultimately tempts us to miss classes
274,1-27-2021 14:20:49,Data Mining and Data Warehousing,0,3,1,"['Zoom', ' Google Meet']",1,['Presentation'],1,0,"['E-Books', ' Presentations']",['Facing Problem while uploading'],0,3,1,1,0,2,4,10,Not any.
275,1-27-2021 14:22:29,design and analysis of algorithms,0,0,0,['Zoom'],2,"['White board', ' Presentation', ' Links to reference Material']",1,1,"['Physical Books', ' E-Books', ' Notes']",['Everything was perfect'],0,3,1,3,2,2,1,9,It was perfect teaching.
276,1-27-2021 14:23:59,computer networks,0,3,1,"['Zoom', ' Google Meet']",1,['Presentation'],2,0,"['E-Books', ' Notes', ' Presentations']",['Everything was perfect'],0,3,1,1,2,2,4,8,Pls do not ask question randomly. It brings panic and ultimately tempts us to miss classes
277,1-27-2021 14:25:25,internet of things,1,2,0,"['Zoom', ' Google Meet']",3,['Presentation'],1,0,"['Physical Books', ' E-Books', ' Presentations']",['Everything was perfect'],0,3,1,3,2,2,1,9,It was overall good.
278,1-27-2021 14:26:50,computational intelligence,1,0,0,['Zoom'],2,"['White board', ' Presentation', ' Virtual Board', ' Links to reference Material']",2,2,"['E-Books', ' Notes']",['Everything was perfect'],0,3,2,3,2,2,1,9,It was perfect
279,1-27-2021 14:28:43,Computational Intelligence,1,3,0,['Zoom'],1,"['White board', ' Links to reference Material', ' Youtube or Videos(example:-Recorded Lecture of practical shown in class)']",0,0,"['E-Books', ' Presentations']",['Everything was perfect'],0,2,3,2,0,0,2,10,
280,1-27-2021 14:32:20,Computer Networks,1,3,1,['Google Meet'],0,['Presentation'],0,0,['Presentations'],"['Everything was perfect', ' Sections are not opening even after 15 min or more']",0,1,1,1,0,0,2,8,
281,1-27-2021 14:33:47,Internet of Things,1,0,0,['Google Meet'],2,['Presentation'],1,1,['Presentations'],['Facing Problem while uploading'],0,2,1,2,1,0,3,9,
282,1-27-2021 14:35:27,Software Engineering,1,2,1,['Zoom'],1,['Presentation'],0,1,"['Notes', ' Presentations']",['Facing Problem while uploading'],0,1,1,2,1,0,3,9,
283,1-27-2021 15:23:08,machine learning,0,4,1,"['Zoom', ' Google Meet']",0,['Presentation'],0,0,['Presentations'],['File was uploaded but not shown in review'],1,2,1,3,0,2,3,9,
284,1-27-2021 16:52:01,Software Engineering,1,0,0,['Google Meet'],1,['Presentation'],2,0,['Presentations'],['Everything was perfect'],0,3,3,3,1,2,4,10,Zoom is better since Google meets takes more net package
285,1-27-2021 16:55:01,Design and Analysis Algorithms,1,1,0,['Google Meet'],1,['White board'],1,0,"['Notes', ' Presentations']",['Everything was perfect'],0,2,2,1,1,2,4,9,
286,1-27-2021 16:57:15,Computer Networks,1,1,0,['Google Meet'],1,"['White board', ' Presentation']",1,1,['Presentations'],['Everything was perfect'],0,2,1,0,1,2,4,9,
287,1-27-2021 16:59:02,Data Mining and Data Warehouse,1,2,0,['Google Meet'],1,['Presentation'],1,0,['Presentations'],['Everything was perfect'],0,0,2,0,1,2,4,10,
288,1-27-2021 17:00:10,Computer Intelligence,1,2,0,['Zoom'],1,['Presentation'],0,0,"['Physical Books', ' Presentations']",['Everything was perfect'],0,2,1,1,1,2,4,10,
289,1-27-2021 17:01:16,Internet of Things,1,2,0,['Zoom'],1,['Presentation'],1,0,"['Physical Books', ' Presentations']",['Everything was perfect'],0,3,2,3,1,2,4,10,
290,1-27-2021 17:07:52,Computational Intelligence,0,2,1,['Google Meet'],2,"['Presentation', ' Virtual Board']",0,0,"['Physical Books', ' Presentations']",['Everything was perfect'],1,2,3,1,3,0,4,9,
291,1-27-2021 18:08:12,Artificial intelligence,0,4,1,['Google Meet'],2,['Presentation'],0,0,['Presentations'],['Everything was perfect'],0,1,1,1,2,0,3,7,
292,1-27-2021 18:24:36,Vision based automation ,0,8,1,['Google Meet'],0,"['Presentation', ' Virtual Board', ' Links to reference Material']",2,0,"['E-Books', ' Notes', ' Presentations']",['Sections are not opening even after 15 min or more'],0,2,1,1,0,0,3,8,
293,1-27-2021 18:43:19,Operating System,0,6,0,['Cisco Webex'],1,"['White board', ' Presentation']",1,0,"['E-Books', ' Notes', ' Presentations']","['Everything was perfect', ' Facing Problem while uploading']",0,0,2,1,2,0,3,8,
294,1-27-2021 18:52:49,Fluid mechanics 2,0,4,1,['Zoom'],0,['Youtube or Videos(example:-Recorded Lecture of practical shown in class)'],1,0,['Presentations'],['Exams have not taken place yet'],1,3,1,1,3,2,2,6,Government must look in the issue 
295,1-27-2021 19:03:19,theory of constraints,0,5,1,"['Zoom', ' Google Meet', "" Microsoft Team's""]",3,['Virtual Board'],0,0,['Presentations'],['Everything was perfect'],1,0,1,1,3,0,3,9,
296,1-27-2021 19:16:09,Data structures,0,2,1,['Google Meet'],2,['Youtube or Videos(example:-Recorded Lecture of practical shown in class)'],1,0,['Presentations'],['Facing Problem while uploading'],0,2,1,1,1,0,4,10,Interaction between students and teachers should be more.
297,1-27-2021 20:32:04,data structures,0,5,1,"['Zoom', ' Google Meet']",1,['Presentation'],0,0,"['E-Books', ' Presentations']",['Everything was perfect'],0,3,2,1,1,0,1,9,
298,1-29-2021 16:57:20,design and analysis of algorithms,0,1,1,"['Zoom', ' Google Meet']",0,"['Presentation', ' Virtual Board', ' Links to reference Material']",0,0,"['Notes', ' Presentations']",['Everything was perfect'],0,2,1,3,3,0,4,9,
299,1-29-2021 17:01:33,computer networks,0,1,1,['Google Meet'],3,['Presentation'],1,0,"['E-Books', ' Notes', ' Presentations']",['File was uploaded but not shown in review'],0,1,1,1,3,0,3,8,
300,1-29-2021 17:05:26,computational intelligence,0,1,1,['Google Meet'],0,"['Presentation', ' Virtual Board', ' Links to reference Material', ' Youtube or Videos(example:-Recorded Lecture of practical shown in class)']",0,0,"['Notes', ' Presentations']",['Everything was perfect'],0,2,1,0,3,0,3,9,
301,1-29-2021 17:06:15,computational intelligence,0,6,1,"['Zoom', ' Google Meet']",1,"['Presentation', ' Virtual Board', ' Links to reference Material', ' Youtube or Videos(example:-Recorded Lecture of practical shown in class)']",0,0,"['E-Books', ' Notes']","['Facing Problem while uploading', ' Sections are not opening even after 15 min or more', ' File was uploaded but not shown in review']",0,2,3,1,0,0,4,9,Just don't !
302,1-29-2021 17:07:11,Data Mining and Data Warehousing,0,1,0,['Zoom'],0,['Presentation'],0,0,"['Notes', ' Presentations']",['Everything was perfect'],0,2,1,0,3,0,4,10,
303,1-29-2021 17:07:23,software engineering,1,0,0,"['Zoom', ' Google Meet']",2,"['White board', ' Presentation']",1,1,"['Physical Books', ' E-Books', ' Notes', ' Presentations']",['Everything was perfect'],0,3,1,1,1,2,4,9,None
304,1-29-2021 17:09:09,internet of things,0,1,1,['Zoom'],0,['Presentation'],0,0,"['Notes', ' Presentations']",['Everything was perfect'],0,1,1,1,3,0,4,9,
305,1-29-2021 17:10:43,software engineering,0,1,0,"['Zoom', ' Google Meet']",1,"['Presentation', ' Virtual Board']",0,0,"['E-Books', ' Presentations']",['Everything was perfect'],0,2,3,0,0,2,4,10,
306,1-29-2021 17:16:55,data structures and algorithms,0,2,0,['Zoom'],2,"['White board', ' Virtual Board']",1,1,"['Notes', ' Presentations']",['Everything was perfect'],0,3,3,3,1,2,4,9,
307,1-29-2021 17:18:21,design and analysis of algorithms,0,2,0,"['Zoom', ' Google Meet']",2,"['White board', ' Presentation', ' Virtual Board', ' Links to reference Material', ' Youtube or Videos(example:-Recorded Lecture of practical shown in class)']",2,0,"['E-Books', ' Notes', ' Presentations']",['Everything was perfect'],0,3,0,3,2,0,1,8,This guy shouts a lot mann annoying
308,1-29-2021 17:18:27,object oriented programming,0,2,0,['Zoom'],2,"['Presentation', ' Virtual Board']",1,1,"['E-Books', ' Notes', ' Presentations']",['Everything was perfect'],0,2,1,3,1,2,4,10,
309,1-29-2021 17:19:47,probability and statistics,0,1,0,['Zoom'],2,['Virtual Board'],1,1,"['E-Books', ' Notes']",['Everything was perfect'],0,2,1,3,1,2,4,10,
310,1-29-2021 17:20:54,Computer Networks,0,4,0,['Google Meet'],1,['Presentation'],0,0,"['Notes', ' Presentations']",['Everything was perfect'],0,1,1,1,0,0,3,9,
311,1-29-2021 17:21:04,discrete mathematics,0,1,0,"['Zoom', ' Google Meet']",2,['Virtual Board'],1,1,"['E-Books', ' Notes']",['Everything was perfect'],0,3,1,3,1,2,4,10,
312,1-29-2021 17:21:53,Data Mining and Data Warehousing,0,1,0,['Google Meet'],0,['Notepad'],2,0,['Notes'],"['Everything was perfect', ' Facing Problem while uploading']",0,0,1,0,0,0,3,9,Nothing just stop classes please
313,1-29-2021 17:21:59,digital electronic circuits,0,2,0,['Zoom'],2,"['Presentation', ' Virtual Board']",1,1,"['E-Books', ' Notes']",['Everything was perfect'],0,1,1,0,0,2,4,9,
314,1-29-2021 17:22:53,Data Mining and Data Warehousing,0,3,0,['Zoom'],2,"['White board', ' Presentation']",1,0,"['Notes', ' Presentations']",['Facing Problem while uploading'],0,2,1,0,1,0,4,9,
